C:\Users\ChenJeff\Documents\vesuvius\train.py:115: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
Training:   8%|\u258a         | 80/1048 [00:59<07:01,  2.30it/s]
Training:   8%|\u258a         | 81/1048 [00:59<05:33,  2.90it/s]
Training:   8%|\u258a         | 82/1048 [00:59<06:45,  2.38it/s]
Training:   8%|\u258a         | 83/1048 [00:59<05:21,  3.00it/s]
Training:   8%|\u258a         | 84/1048 [01:00<06:19,  2.54it/s]
Training:   8%|\u258a         | 85/1048 [01:00<05:03,  3.17it/s]
Training:   8%|\u258a         | 86/1048 [01:01<06:26,  2.49it/s]
Training:   8%|\u258a         | 87/1048 [01:01<05:10,  3.09it/s]
Training:   8%|\u258a         | 88/1048 [01:02<07:14,  2.21it/s]
Training:   8%|\u258a         | 89/1048 [01:02<05:41,  2.81it/s]
Training:   9%|\u258a         | 90/1048 [01:03<07:33,  2.11it/s]
Training:   9%|\u258a         | 91/1048 [01:03<05:55,  2.69it/s]
Training:   9%|\u2589         | 92/1048 [01:03<07:06,  2.24it/s]
Training:   9%|\u2589         | 93/1048 [01:03<05:35,  2.85it/s]
Training:   9%|\u2589         | 94/1048 [01:04<06:39,  2.39it/s]
Training:   9%|\u2589         | 95/1048 [01:04<05:18,  2.99it/s]
Training:   9%|\u2589         | 96/1048 [01:05<07:31,  2.11it/s]
Training:   9%|\u2589         | 97/1048 [01:05<05:54,  2.68it/s]
Training:   9%|\u2589         | 98/1048 [01:06<06:48,  2.32it/s]
Training:   9%|\u2589         | 99/1048 [01:06<05:24,  2.93it/s]
Training:  10%|\u2589         | 100/1048 [01:06<06:35,  2.40it/s]
Training:  10%|\u2589         | 101/1048 [01:06<05:12,  3.03it/s]
Training:  10%|\u2589         | 102/1048 [01:07<06:30,  2.42it/s]
Training:  10%|\u2589         | 103/1048 [01:07<05:12,  3.03it/s]
Training:  10%|\u2589         | 104/1048 [01:08<06:09,  2.56it/s]
Training:  10%|\u2588         | 105/1048 [01:08<04:58,  3.16it/s]
Training:  10%|\u2588         | 106/1048 [01:09<06:49,  2.30it/s]
Training:  10%|\u2588         | 107/1048 [01:09<05:23,  2.91it/s]
Training:  10%|\u2588         | 108/1048 [01:09<06:31,  2.40it/s]
Training:  10%|\u2588         | 109/1048 [01:09<05:11,  3.01it/s]
Training:  10%|\u2588         | 110/1048 [01:10<06:13,  2.51it/s]
Training:  11%|\u2588         | 111/1048 [01:10<05:01,  3.11it/s]
Training:  11%|\u2588         | 112/1048 [01:11<06:34,  2.37it/s]
Training:  11%|\u2588         | 113/1048 [01:11<05:13,  2.98it/s]
Training:  11%|\u2588         | 114/1048 [01:12<06:15,  2.48it/s]
Training:  11%|\u2588         | 115/1048 [01:12<05:00,  3.11it/s]
Training:  11%|\u2588         | 116/1048 [01:12<06:09,  2.52it/s]
Training:  11%|\u2588         | 117/1048 [01:12<04:54,  3.16it/s]
Training:  11%|\u2588\u258f        | 118/1048 [01:13<06:17,  2.46it/s]
Training:  11%|\u2588\u258f        | 119/1048 [01:13<05:03,  3.06it/s]
Training:  11%|\u2588\u258f        | 120/1048 [01:14<05:56,  2.60it/s]
Training:  12%|\u2588\u258f        | 121/1048 [01:14<04:45,  3.24it/s]
Training:  12%|\u2588\u258f        | 122/1048 [01:14<05:53,  2.62it/s]
Training:  12%|\u2588\u258f        | 123/1048 [01:14<04:44,  3.25it/s]
Training:  12%|\u2588\u258f        | 124/1048 [01:15<06:55,  2.22it/s]
Training:  12%|\u2588\u258f        | 125/1048 [01:15<05:28,  2.81it/s]
Training:  12%|\u2588\u258f        | 126/1048 [01:16<06:44,  2.28it/s]
Training:  12%|\u2588\u258f        | 127/1048 [01:16<05:18,  2.89it/s]
Training:  12%|\u2588\u258f        | 128/1048 [01:17<05:56,  2.58it/s]
Training:  12%|\u2588\u258f        | 129/1048 [01:17<04:42,  3.26it/s]
Training:  12%|\u2588\u258f        | 130/1048 [01:17<05:51,  2.61it/s]
Training:  12%|\u2588\u258e        | 131/1048 [01:17<04:41,  3.25it/s]
Training:  13%|\u2588\u258e        | 132/1048 [01:18<05:39,  2.70it/s]
Training:  13%|\u2588\u258e        | 133/1048 [01:18<04:39,  3.27it/s]
Training:  13%|\u2588\u258e        | 134/1048 [01:19<05:40,  2.69it/s]
Training:  13%|\u2588\u258e        | 135/1048 [01:19<04:47,  3.18it/s]
Training:  13%|\u2588\u258e        | 136/1048 [01:19<05:09,  2.95it/s]
Training:  13%|\u2588\u258e        | 137/1048 [01:19<04:39,  3.26it/s]
Training:  13%|\u2588\u258e        | 138/1048 [01:20<05:40,  2.67it/s]
Training:  13%|\u2588\u258e        | 139/1048 [01:20<04:49,  3.14it/s]
Training:  13%|\u2588\u258e        | 140/1048 [01:21<05:29,  2.76it/s]
Training:  13%|\u2588\u258e        | 141/1048 [01:21<04:26,  3.40it/s]
Training:  14%|\u2588\u258e        | 142/1048 [01:21<05:42,  2.64it/s]
Training:  14%|\u2588\u258e        | 143/1048 [01:21<04:38,  3.26it/s]
Training:  14%|\u2588\u258e        | 144/1048 [01:22<05:37,  2.68it/s]
Training:  14%|\u2588\u258d        | 145/1048 [01:22<04:37,  3.25it/s]
Training:  14%|\u2588\u258d        | 146/1048 [01:23<05:36,  2.68it/s]
Training:  14%|\u2588\u258d        | 147/1048 [01:23<04:42,  3.19it/s]
Training:  14%|\u2588\u258d        | 148/1048 [01:23<05:26,  2.75it/s]
Training:  14%|\u2588\u258d        | 149/1048 [01:23<04:34,  3.28it/s]
Training:  14%|\u2588\u258d        | 150/1048 [01:24<05:46,  2.59it/s]
Training:  14%|\u2588\u258d        | 151/1048 [01:24<04:39,  3.21it/s]
Training:  15%|\u2588\u258d        | 152/1048 [01:25<05:40,  2.63it/s]
Training:  15%|\u2588\u258d        | 153/1048 [01:25<04:35,  3.25it/s]
Training:  15%|\u2588\u258d        | 154/1048 [01:26<06:08,  2.42it/s]
Training:  15%|\u2588\u258d        | 155/1048 [01:26<04:54,  3.03it/s]
Training:  15%|\u2588\u258d        | 156/1048 [01:26<05:31,  2.69it/s]
Training:  15%|\u2588\u258d        | 157/1048 [01:26<04:27,  3.33it/s]
Training:  15%|\u2588\u258c        | 158/1048 [01:27<04:40,  3.17it/s]
Training:  15%|\u2588\u258c        | 159/1048 [01:27<03:52,  3.83it/s]
Training:  15%|\u2588\u258c        | 160/1048 [01:27<04:45,  3.11it/s]
Training:  15%|\u2588\u258c        | 161/1048 [01:27<03:54,  3.79it/s]
Training:  15%|\u2588\u258c        | 162/1048 [01:28<05:50,  2.53it/s]
Training:  16%|\u2588\u258c        | 163/1048 [01:28<04:42,  3.13it/s]
Training:  16%|\u2588\u258c        | 164/1048 [01:29<05:18,  2.78it/s]
Training:  16%|\u2588\u258c        | 165/1048 [01:29<04:47,  3.07it/s]
Training:  16%|\u2588\u258c        | 166/1048 [01:29<05:08,  2.86it/s]
Training:  16%|\u2588\u258c        | 167/1048 [01:30<05:03,  2.91it/s]
Training:  16%|\u2588\u258c        | 168/1048 [01:30<04:31,  3.24it/s]
Training:  16%|\u2588\u258c        | 169/1048 [01:30<04:46,  3.06it/s]
Training:  16%|\u2588\u258c        | 170/1048 [01:31<04:35,  3.18it/s]
Training:  16%|\u2588\u258b        | 171/1048 [01:31<04:31,  3.23it/s]
Training:  16%|\u2588\u258b        | 172/1048 [01:31<04:34,  3.19it/s]
Training:  17%|\u2588\u258b        | 173/1048 [01:31<04:13,  3.45it/s]
Training:  17%|\u2588\u258b        | 174/1048 [01:32<05:30,  2.65it/s]
Training:  17%|\u2588\u258b        | 175/1048 [01:32<04:24,  3.30it/s]
Training:  17%|\u2588\u258b        | 176/1048 [01:32<04:55,  2.95it/s]
Training:  17%|\u2588\u258b        | 177/1048 [01:33<04:35,  3.16it/s]
Training:  17%|\u2588\u258b        | 178/1048 [01:33<04:34,  3.17it/s]
Training:  17%|\u2588\u258b        | 179/1048 [01:33<04:40,  3.10it/s]
Training:  17%|\u2588\u258b        | 180/1048 [01:34<04:38,  3.12it/s]
Training:  17%|\u2588\u258b        | 181/1048 [01:34<04:32,  3.18it/s]
Training:  17%|\u2588\u258b        | 182/1048 [01:34<04:20,  3.33it/s]
Training:  17%|\u2588\u258b        | 183/1048 [01:35<04:38,  3.10it/s]
Training:  18%|\u2588\u258a        | 184/1048 [01:35<05:03,  2.85it/s]
Training:  18%|\u2588\u258a        | 185/1048 [01:35<04:44,  3.03it/s]
Training:  18%|\u2588\u258a        | 186/1048 [01:36<04:42,  3.05it/s]
Training:  18%|\u2588\u258a        | 187/1048 [01:36<04:35,  3.12it/s]
Training:  18%|\u2588\u258a        | 188/1048 [01:36<04:30,  3.18it/s]
Training:  18%|\u2588\u258a        | 189/1048 [01:37<04:32,  3.16it/s]
Training:  18%|\u2588\u258a        | 190/1048 [01:37<04:38,  3.08it/s]
Training:  18%|\u2588\u258a        | 191/1048 [01:37<04:11,  3.41it/s]
Training:  18%|\u2588\u258a        | 192/1048 [01:38<04:40,  3.05it/s]
Training:  18%|\u2588\u258a        | 193/1048 [01:38<04:13,  3.37it/s]
Training:  19%|\u2588\u258a        | 194/1048 [01:38<05:12,  2.74it/s]
Training:  19%|\u2588\u258a        | 195/1048 [01:38<04:11,  3.39it/s]
Training:  19%|\u2588\u258a        | 196/1048 [01:39<05:16,  2.69it/s]
Training:  19%|\u2588\u2589        | 197/1048 [01:39<04:16,  3.32it/s]
Training:  19%|\u2588\u2589        | 198/1048 [01:40<05:22,  2.64it/s]
Training:  19%|\u2588\u2589        | 199/1048 [01:40<04:20,  3.26it/s]
Training:  19%|\u2588\u2589        | 200/1048 [01:40<05:09,  2.74it/s]
Training:  19%|\u2588\u2589        | 201/1048 [01:40<04:10,  3.39it/s]
Training:  19%|\u2588\u2589        | 202/1048 [01:41<04:56,  2.85it/s]
Training:  19%|\u2588\u2589        | 203/1048 [01:41<04:01,  3.50it/s]
Training:  19%|\u2588\u2589        | 204/1048 [01:42<05:16,  2.67it/s]
Training:  20%|\u2588\u2589        | 205/1048 [01:42<04:14,  3.31it/s]
Training:  20%|\u2588\u2589        | 206/1048 [01:42<04:48,  2.92it/s]
Training:  20%|\u2588\u2589        | 207/1048 [01:42<03:54,  3.59it/s]
Training:  20%|\u2588\u2589        | 208/1048 [01:43<05:05,  2.75it/s]
Training:  20%|\u2588\u2589        | 209/1048 [01:43<04:06,  3.41it/s]
Training:  20%|\u2588\u2588        | 210/1048 [01:44<04:48,  2.91it/s]
Training:  20%|\u2588\u2588        | 211/1048 [01:44<03:52,  3.60it/s]
Training:  20%|\u2588\u2588        | 212/1048 [01:44<04:45,  2.93it/s]
Training:  20%|\u2588\u2588        | 213/1048 [01:44<03:50,  3.63it/s]
Training:  20%|\u2588\u2588        | 214/1048 [01:45<04:39,  2.98it/s]
Training:  21%|\u2588\u2588        | 215/1048 [01:45<04:04,  3.41it/s]
Training:  21%|\u2588\u2588        | 216/1048 [01:45<04:38,  2.99it/s]
Training:  21%|\u2588\u2588        | 217/1048 [01:46<04:15,  3.26it/s]
Training:  21%|\u2588\u2588        | 218/1048 [01:46<04:40,  2.96it/s]
Training:  21%|\u2588\u2588        | 219/1048 [01:46<03:53,  3.54it/s]
Training:  21%|\u2588\u2588        | 220/1048 [01:47<05:17,  2.61it/s]
Training:  21%|\u2588\u2588        | 221/1048 [01:47<04:36,  2.99it/s]
Training:  21%|\u2588\u2588        | 222/1048 [01:48<06:30,  2.11it/s]
Training:  21%|\u2588\u2588\u258f       | 223/1048 [01:48<05:06,  2.69it/s]
Training:  21%|\u2588\u2588\u258f       | 224/1048 [01:49<07:31,  1.83it/s]
Training:  21%|\u2588\u2588\u258f       | 225/1048 [01:49<05:46,  2.38it/s]
Training:  22%|\u2588\u2588\u258f       | 226/1048 [01:49<05:51,  2.34it/s]
Training:  22%|\u2588\u2588\u258f       | 227/1048 [01:50<04:36,  2.97it/s]
Training:  22%|\u2588\u2588\u258f       | 228/1048 [01:50<05:25,  2.52it/s]
Training:  22%|\u2588\u2588\u258f       | 229/1048 [01:50<04:20,  3.14it/s]
Training:  22%|\u2588\u2588\u258f       | 230/1048 [01:51<05:51,  2.33it/s]
Training:  22%|\u2588\u2588\u258f       | 231/1048 [01:51<04:39,  2.93it/s]
Training:  22%|\u2588\u2588\u258f       | 232/1048 [01:52<05:16,  2.58it/s]
Training:  22%|\u2588\u2588\u258f       | 233/1048 [01:52<04:10,  3.25it/s]
Training:  22%|\u2588\u2588\u258f       | 234/1048 [01:52<05:34,  2.43it/s]
Training:  22%|\u2588\u2588\u258f       | 235/1048 [01:53<04:26,  3.05it/s]
Training:  23%|\u2588\u2588\u258e       | 236/1048 [01:53<04:45,  2.84it/s]
Training:  23%|\u2588\u2588\u258e       | 237/1048 [01:53<03:53,  3.48it/s]
Training:  23%|\u2588\u2588\u258e       | 238/1048 [01:53<04:29,  3.01it/s]
Training:  23%|\u2588\u2588\u258e       | 239/1048 [01:54<03:38,  3.71it/s]
Training:  23%|\u2588\u2588\u258e       | 240/1048 [01:54<04:24,  3.05it/s]
Training:  23%|\u2588\u2588\u258e       | 241/1048 [01:54<03:35,  3.75it/s]
Training:  23%|\u2588\u2588\u258e       | 242/1048 [01:55<04:23,  3.06it/s]
Training:  23%|\u2588\u2588\u258e       | 243/1048 [01:55<03:34,  3.75it/s]
Training:  23%|\u2588\u2588\u258e       | 244/1048 [01:55<04:30,  2.97it/s]
Training:  23%|\u2588\u2588\u258e       | 245/1048 [01:55<03:39,  3.66it/s]
Training:  23%|\u2588\u2588\u258e       | 246/1048 [01:56<04:52,  2.74it/s]
Training:  24%|\u2588\u2588\u258e       | 247/1048 [01:56<03:57,  3.37it/s]
Training:  24%|\u2588\u2588\u258e       | 248/1048 [01:57<04:38,  2.88it/s]
Training:  24%|\u2588\u2588\u258d       | 249/1048 [01:57<03:46,  3.53it/s]
Training:  24%|\u2588\u2588\u258d       | 250/1048 [01:57<04:30,  2.95it/s]
Training:  24%|\u2588\u2588\u258d       | 251/1048 [01:57<03:40,  3.62it/s]
Training:  24%|\u2588\u2588\u258d       | 252/1048 [01:58<04:34,  2.90it/s]
Training:  24%|\u2588\u2588\u258d       | 253/1048 [01:58<03:42,  3.58it/s]
Training:  24%|\u2588\u2588\u258d       | 254/1048 [01:58<04:04,  3.25it/s]
Training:  24%|\u2588\u2588\u258d       | 255/1048 [01:58<03:21,  3.94it/s]
Training:  24%|\u2588\u2588\u258d       | 256/1048 [01:59<04:01,  3.28it/s]
Training:  25%|\u2588\u2588\u258d       | 257/1048 [01:59<03:19,  3.96it/s]
Training:  25%|\u2588\u2588\u258d       | 258/1048 [02:00<04:15,  3.09it/s]
Training:  25%|\u2588\u2588\u258d       | 259/1048 [02:00<03:29,  3.76it/s]
Training:  25%|\u2588\u2588\u258d       | 260/1048 [02:00<04:23,  2.99it/s]
Training:  25%|\u2588\u2588\u258d       | 261/1048 [02:00<03:34,  3.67it/s]
Training:  25%|\u2588\u2588\u258c       | 262/1048 [02:01<05:00,  2.62it/s]
Training:  25%|\u2588\u2588\u258c       | 263/1048 [02:01<03:57,  3.30it/s]
Training:  25%|\u2588\u2588\u258c       | 264/1048 [02:01<04:25,  2.95it/s]
Training:  25%|\u2588\u2588\u258c       | 265/1048 [02:02<03:35,  3.63it/s]
Training:  25%|\u2588\u2588\u258c       | 266/1048 [02:02<04:20,  3.00it/s]
Training:  25%|\u2588\u2588\u258c       | 267/1048 [02:02<03:31,  3.69it/s]
Training:  26%|\u2588\u2588\u258c       | 268/1048 [02:03<04:31,  2.88it/s]
Training:  26%|\u2588\u2588\u258c       | 269/1048 [02:03<03:38,  3.56it/s]
Training:  26%|\u2588\u2588\u258c       | 270/1048 [02:03<04:16,  3.04it/s]
Training:  26%|\u2588\u2588\u258c       | 271/1048 [02:03<03:29,  3.70it/s]
Training:  26%|\u2588\u2588\u258c       | 272/1048 [02:04<04:05,  3.17it/s]
Training:  26%|\u2588\u2588\u258c       | 273/1048 [02:04<03:21,  3.84it/s]
Training:  26%|\u2588\u2588\u258c       | 274/1048 [02:04<03:58,  3.25it/s]
Training:  26%|\u2588\u2588\u258c       | 275/1048 [02:04<03:15,  3.96it/s]
Training:  26%|\u2588\u2588\u258b       | 276/1048 [02:05<03:59,  3.22it/s]
Training:  26%|\u2588\u2588\u258b       | 277/1048 [02:05<03:15,  3.95it/s]
Training:  27%|\u2588\u2588\u258b       | 278/1048 [02:05<03:49,  3.36it/s]
Training:  27%|\u2588\u2588\u258b       | 279/1048 [02:06<03:10,  4.03it/s]
Training:  27%|\u2588\u2588\u258b       | 280/1048 [02:06<04:02,  3.17it/s]
Training:  27%|\u2588\u2588\u258b       | 281/1048 [02:06<03:19,  3.85it/s]
Training:  27%|\u2588\u2588\u258b       | 282/1048 [02:07<04:02,  3.15it/s]
Training:  27%|\u2588\u2588\u258b       | 283/1048 [02:07<03:17,  3.86it/s]
Training:  27%|\u2588\u2588\u258b       | 284/1048 [02:07<03:44,  3.41it/s]
Training:  27%|\u2588\u2588\u258b       | 285/1048 [02:07<03:06,  4.08it/s]
Training:  27%|\u2588\u2588\u258b       | 286/1048 [02:08<04:02,  3.14it/s]
Training:  27%|\u2588\u2588\u258b       | 287/1048 [02:08<03:21,  3.78it/s]
Training:  27%|\u2588\u2588\u258b       | 288/1048 [02:08<03:45,  3.37it/s]
Training:  28%|\u2588\u2588\u258a       | 289/1048 [02:08<03:06,  4.07it/s]
Training:  28%|\u2588\u2588\u258a       | 290/1048 [02:09<04:00,  3.15it/s]
Training:  28%|\u2588\u2588\u258a       | 291/1048 [02:09<03:16,  3.86it/s]
Training:  28%|\u2588\u2588\u258a       | 292/1048 [02:09<03:55,  3.21it/s]
Training:  28%|\u2588\u2588\u258a       | 293/1048 [02:10<03:14,  3.89it/s]
Training:  28%|\u2588\u2588\u258a       | 294/1048 [02:10<03:29,  3.59it/s]
Training:  28%|\u2588\u2588\u258a       | 295/1048 [02:10<02:55,  4.28it/s]
Training:  28%|\u2588\u2588\u258a       | 296/1048 [02:11<04:22,  2.86it/s]
Training:  28%|\u2588\u2588\u258a       | 297/1048 [02:11<03:33,  3.51it/s]
Training:  28%|\u2588\u2588\u258a       | 298/1048 [02:11<04:07,  3.03it/s]
Training:  29%|\u2588\u2588\u258a       | 299/1048 [02:11<03:20,  3.73it/s]
Training:  29%|\u2588\u2588\u258a       | 300/1048 [02:12<03:55,  3.18it/s]
Training:  29%|\u2588\u2588\u258a       | 301/1048 [02:12<03:12,  3.88it/s]
Training:  29%|\u2588\u2588\u2589       | 302/1048 [02:12<04:24,  2.82it/s]
Training:  29%|\u2588\u2588\u2589       | 303/1048 [02:13<03:33,  3.49it/s]
Training:  29%|\u2588\u2588\u2589       | 304/1048 [02:13<04:05,  3.03it/s]
Training:  29%|\u2588\u2588\u2589       | 305/1048 [02:13<03:22,  3.66it/s]
Training:  29%|\u2588\u2588\u2589       | 306/1048 [02:14<03:52,  3.19it/s]
Training:  29%|\u2588\u2588\u2589       | 307/1048 [02:14<03:12,  3.86it/s]
Training:  29%|\u2588\u2588\u2589       | 308/1048 [02:14<03:39,  3.38it/s]
Training:  29%|\u2588\u2588\u2589       | 309/1048 [02:14<03:00,  4.09it/s]
Training:  30%|\u2588\u2588\u2589       | 310/1048 [02:15<03:39,  3.36it/s]
Training:  30%|\u2588\u2588\u2589       | 311/1048 [02:15<03:01,  4.05it/s]
Training:  30%|\u2588\u2588\u2589       | 312/1048 [02:16<05:59,  2.05it/s]
Training:  30%|\u2588\u2588\u2589       | 313/1048 [02:16<04:38,  2.64it/s]
Training:  30%|\u2588\u2588\u2589       | 314/1048 [02:16<04:56,  2.48it/s]
Training:  30%|\u2588\u2588\u2588       | 315/1048 [02:17<03:54,  3.13it/s]
Training:  30%|\u2588\u2588\u2588       | 316/1048 [02:17<03:59,  3.06it/s]
Training:  30%|\u2588\u2588\u2588       | 317/1048 [02:17<03:16,  3.73it/s]
Training:  30%|\u2588\u2588\u2588       | 318/1048 [02:18<04:56,  2.46it/s]
Training:  30%|\u2588\u2588\u2588       | 319/1048 [02:18<03:55,  3.09it/s]
Training:  31%|\u2588\u2588\u2588       | 320/1048 [02:18<04:46,  2.54it/s]
Training:  31%|\u2588\u2588\u2588       | 321/1048 [02:19<03:49,  3.17it/s]
Training:  31%|\u2588\u2588\u2588       | 322/1048 [02:19<04:04,  2.97it/s]
Training:  31%|\u2588\u2588\u2588       | 323/1048 [02:19<03:19,  3.64it/s]
Training:  31%|\u2588\u2588\u2588       | 324/1048 [02:19<03:31,  3.42it/s]
Training:  31%|\u2588\u2588\u2588       | 325/1048 [02:20<02:57,  4.07it/s]
Training:  31%|\u2588\u2588\u2588       | 326/1048 [02:20<03:40,  3.27it/s]
Training:  31%|\u2588\u2588\u2588       | 327/1048 [02:20<03:01,  3.97it/s]
Training:  31%|\u2588\u2588\u2588\u258f      | 328/1048 [02:20<03:25,  3.50it/s]
Training:  31%|\u2588\u2588\u2588\u258f      | 329/1048 [02:21<02:51,  4.19it/s]
Training:  31%|\u2588\u2588\u2588\u258f      | 330/1048 [02:21<03:31,  3.39it/s]
Training:  32%|\u2588\u2588\u2588\u258f      | 331/1048 [02:21<02:55,  4.08it/s]
Training:  32%|\u2588\u2588\u2588\u258f      | 332/1048 [02:22<03:29,  3.41it/s]
Training:  32%|\u2588\u2588\u2588\u258f      | 333/1048 [02:22<02:52,  4.14it/s]
Training:  32%|\u2588\u2588\u2588\u258f      | 334/1048 [02:22<03:12,  3.70it/s]
Training:  32%|\u2588\u2588\u2588\u258f      | 335/1048 [02:22<02:41,  4.42it/s]
Training:  32%|\u2588\u2588\u2588\u258f      | 336/1048 [02:23<03:35,  3.31it/s]
Training:  32%|\u2588\u2588\u2588\u258f      | 337/1048 [02:23<02:59,  3.95it/s]
Training:  32%|\u2588\u2588\u2588\u258f      | 338/1048 [02:23<03:12,  3.69it/s]
